"time","sp","msl","u10","v10","t2m","d2m","speed","horizon","is_origin"
2017-03-02 06:00:00,99273.36,99272,6.3431535,-0.25128746,279.10657,275.9783,6.34812899302743,6,0
2017-03-03 06:00:00,100639.15,100637.7,6.5381036,7.362139,279.51624,276.58676,9.84621192843491,6,0
2017-03-04 06:00:00,99275.09,99273.805,-4.251984,4.3862486,279.19217,277.56555,6.10889062901424,6,0
2017-03-05 06:00:00,99277.81,99276.555,-1.4085069,2.91346,278.5913,276.74817,3.23606873520134,6,0
2017-03-06 06:00:00,99908.41,99907.18,-4.6667995,2.1430182,278.70276,277.25714,5.13532322047322,6,0
2017-03-07 06:00:00,101293.78,101291.83,-6.95104,0.4240674,276.76117,274.26935,6.96396368753763,6,0
2017-03-08 06:00:00,101236.305,101234.75,0.33137184,9.731726,278.6781,277.4078,9.73736608305454,6,0
2017-03-09 06:00:00,101251.266,101249.945,4.302633,4.316538,279.32617,277.85968,6.09468219336603,6,0
2017-03-10 06:00:00,102459,102457.75,7.3204546,-3.5439253,279.6922,277.02228,8.13317048159211,6,0
2017-03-11 06:00:00,102233.11,102232.17,-1.4507052,6.6940575,279.28226,276.7092,6.8494489844522,6,0
2017-03-12 06:00:00,101746.234,101744.625,-6.7507157,6.8838277,278.56885,276.14072,9.64153754675642,6,0
2017-03-13 06:00:00,102164.24,102162.98,2.5240932,3.7124503,278.88718,276.7601,4.48924645260831,6,0
2017-03-14 06:00:00,102587.13,102585.61,6.9110913,3.5937617,279.96198,278.35812,7.78962811136209,6,0
2017-03-15 06:00:00,102836.06,102835.17,6.8774514,-3.0033796,279.99277,277.19952,7.50464034988074,6,0
2017-03-16 06:00:00,102335.19,102333.5,5.2412534,3.6289384,280.24548,278.60565,6.37494557733681,6,0
2017-03-17 06:00:00,101060.125,101058.875,10.699491,-0.9800863,279.276,275.90942,10.7442857749842,6,0
2017-03-18 06:00:00,99587.875,99586.49,6.7448435,-11.580356,278.01343,276.12878,13.4014013791927,6,0
2017-03-19 06:00:00,100099.83,100098.26,-2.108221,7.841888,279.61807,278.7556,8.12033270189005,6,0
2017-03-20 06:00:00,100099.875,100098.72,2.449448,3.7058542,279.82898,279.27673,4.44220112740988,6,0
2017-03-21 06:00:00,99936.89,99935.7,10.222276,5.1398325,279.18372,276.71915,11.4417133659357,6,0
2017-03-22 06:00:00,101122.766,101121.37,2.7971041,4.264882,279.84146,277.1252,5.1002950718719,6,0
2017-03-23 06:00:00,102016.33,102014.84,-7.3732853,-1.1065114,279.55753,276.13226,7.45585029312727,6,0
2017-03-24 06:00:00,103121.164,103119.91,-4.670784,-2.3978388,278.7885,276.34277,5.25031942699122,6,0
2017-03-25 06:00:00,103330.75,103329.8,3.6289845,-2.5611153,279.3516,277.03772,4.44171589378861,6,0
2017-03-26 06:00:00,102727.38,102725.97,-1.5771633,-3.24842,279.51288,278.14938,3.61104923412391,6,0
2017-03-27 06:00:00,102659.97,102658.305,-2.1904101,-0.50057346,279.10992,277.66925,2.24688010250622,6,0
2017-03-28 06:00:00,101996.97,101995.39,-3.1434758,-0.18123174,279.31906,278.19727,3.14869576948442,6,0
2017-03-29 06:00:00,101711.56,101709.875,8.47043,2.0636961,281.12274,279.74176,8.71820084524641,6,0
2017-03-30 06:00:00,101979.7,101978.195,5.613168,6.177937,281.78616,279.9975,8.34712888196852,6,0
2017-03-31 06:00:00,101219.21,101218.266,-0.17897499,8.035358,282.84134,280.11496,8.03735094637589,6,0
2017-03-01 12:00:00,99544.26,99542.63,9.462559,0.29866302,278.97046,274.98712,9.46727111833165,12,0
2017-03-02 12:00:00,100005.25,100004.3,8.46171,-0.741773,279.27924,275.7832,8.49416054166796,12,0
2017-03-03 12:00:00,100487.39,100486.19,2.8310664,6.798232,278.98257,276.79443,7.36416290470499,12,0
2017-03-04 12:00:00,99147.15,99145.82,-1.8207483,6.256445,279.58456,278.10742,6.51599788290158,12,0
2017-03-05 12:00:00,99455.45,99453.984,4.49116,7.677748,279.50754,277.67706,8.89484864947707,12,0
2017-03-06 12:00:00,100132.2,100131.55,-9.038362,-0.94137716,277.7391,276.92145,9.08725363354703,12,0
2017-03-07 12:00:00,101563.05,101561.57,-2.913724,1.2800921,276.5928,272.7243,3.18251839470857,12,0
2017-03-08 12:00:00,100634.305,100633.21,1.8246582,11.5086975,278.77185,277.24396,11.6524459103372,12,0
2017-03-09 12:00:00,101076.67,101075.375,7.8669505,1.6814444,279.74152,278.3081,8.04463581771988,12,0
2017-03-10 12:00:00,102601.516,102600.266,5.037255,-1.9777174,279.63116,277.3349,5.41158978945076,12,0
2017-03-11 12:00:00,102241.91,102240.625,-2.3704045,6.0579386,279.10928,276.71487,6.50518543740224,12,0
2017-03-12 12:00:00,101705.484,101703.81,-7.245132,5.4116645,278.75015,276.04565,9.04312171531403,12,0
2017-03-13 12:00:00,102403.48,102402.7,5.9434843,-2.416669,279.59708,278.4181,6.41601860033989,12,0
2017-03-14 12:00:00,102444.96,102443.586,8.599543,3.22208,280.31696,278.66016,9.18335120395866,12,0
2017-03-15 12:00:00,102975.16,102974.05,7.1636076,-0.49452472,279.81036,277.38297,7.18065655392798,12,0
2017-03-16 12:00:00,101923.414,101922.375,6.070826,7.2170444,280.27982,279.19635,9.43083549818611,12,0
2017-03-17 12:00:00,100912.555,100911.34,12.290247,1.3344073,279.45752,276.54706,12.3624760530932,12,0
2017-03-18 12:00:00,100315.76,100314.86,7.159147,-5.2045255,279.2518,276.20816,8.85101527779493,12,0
2017-03-19 12:00:00,99848.13,99846.63,11.474253,1.849159,281.26154,279.70416,11.6223005861701,12,0
2017-03-20 12:00:00,99877.09,99875.56,6.178153,7.7817793,281.03516,280.02338,9.9360788828047,12,0
2017-03-21 12:00:00,100256.086,100254.516,13.031,2.4554868,278.99118,273.8663,13.2603309319554,12,0
2017-03-22 12:00:00,101434.97,101433.46,0.39253592,5.2305927,279.6431,277.3986,5.24530117741427,12,0
2017-03-23 12:00:00,102248.94,102247.64,-7.7141705,-4.1545973,279.29538,276.96408,8.76179805908796,12,0
2017-03-24 12:00:00,103391.13,103389.73,-2.5289948,-1.1569424,279.0506,275.9393,2.78106641692441,12,0
2017-03-25 12:00:00,103245.46,103244.28,2.6778474,-3.4376535,279.96146,277.5643,4.35755990019059,12,0
2017-03-26 12:00:00,102793.52,102792.14,-0.75613785,-3.1420655,279.84042,278.70605,3.23176732678776,12,0
2017-03-27 12:00:00,102573.14,102571.45,-3.0411596,-1.4802922,279.63187,278.1717,3.38229459244061,12,0
2017-03-28 12:00:00,101996.66,101995.24,-3.0967407,-0.15869153,279.56693,278.23468,3.10080408357739,12,0
2017-03-29 12:00:00,101935.22,101934.234,5.7380805,1.9305258,280.7315,279.67673,6.05413063031728,12,0
2017-03-30 12:00:00,101938.93,101937.37,7.9579926,5.505557,282.0691,279.8453,9.67681787065892,12,0
2017-03-31 12:00:00,100964.3,100963.08,1.8530474,7.6337147,282.88623,280.20145,7.85540481373448,12,0
2017-03-01 18:00:00,99601.555,99600.41,6.7637215,4.9848323,278.37585,276.43015,8.4021712425233,18,0
2017-03-02 18:00:00,100497.78,100496.305,10.403065,1.1246341,279.25543,275.82214,10.4636782850539,18,0
2017-03-03 18:00:00,100053.875,100052.45,-2.18583,6.51425,279.49045,276.8439,6.87119391746442,18,0
2017-03-04 18:00:00,99060.516,99059.375,-1.9488721,7.2117696,280.672,278.70813,7.47045669458317,18,0
2017-03-05 18:00:00,99501.26,99500.03,-5.191309,4.219493,279.59058,276.5662,6.68982887004817,18,0
2017-03-06 18:00:00,100594.59,100592.95,-9.07732,-2.4833422,277.50922,275.52008,9.41088342636869,18,0
2017-03-07 18:00:00,101721.33,101720,-3.2059746,2.327754,276.75204,272.9379,3.96190759866521,18,0
2017-03-08 18:00:00,100943.88,100942.016,7.105061,0.0054171085,279.70175,278.35504,7.10506306508151,18,0
2017-03-09 18:00:00,101610.86,101609.45,7.7350388,-8.63875,279.41876,276.9428,11.595638266176,18,0
2017-03-10 18:00:00,102552.37,102551.02,3.1030722,1.8697549,279.27377,277.60144,3.62284977117281,18,0
2017-03-11 18:00:00,102087.695,102086.59,-5.9819493,5.2210326,279.8341,276.91077,7.93995584610099,18,0
